Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Bachelors,2015,Bangalore,3,39,Male,No,5,0,119225
Masters,2015,Pune,2,33,Female,No,4,0,112827
Bachelors,2012,Bangalore,3,36,Male,No,1,1,85976
Bachelors,2012,Bangalore,3,36,Male,No,5,0,37756
Bachelors,2015,Bangalore,3,38,Male,No,3,0,103978
Bachelors,2017,New Delhi,2,37,Female,No,5,0,118033
Masters,2017,New Delhi,3,34,Female,No,2,0,86826
Bachelors,2013,Bangalore,3,31,Male,No,2,1,111490
Bachelors,2013,Bangalore,3,38,Male,No,5,0,95980
Bachelors,2017,Bangalore,3,36,Male,No,3,0,63004
Bachelors,2012,Bangalore,3,40,Male,No,1,0,38869
Bachelors,2017,Bangalore,3,41,Male,No,5,1,50158
Bachelors,2015,Bangalore,3,31,Female,No,4,0,96154
Bachelors,2017,New Delhi,3,41,Male,No,2,0,44971
Bachelors,2015,New Delhi,3,31,Female,No,3,0,43843
Bachelors,2017,Pune,3,31,Female,No,0,1,115158
Bachelors,2017,New Delhi,2,37,Male,No,0,0,35251
Bachelors,2012,Pune,3,39,Male,No,0,0,63029
Bachelors,2014,Bangalore,3,38,Male,No,3,0,117803
Bachelors,2013,Pune,3,40,Female,No,2,1,67124
Bachelors,2013,Pune,3,36,Male,No,1,0,113757
Bachelors,2016,Bangalore,3,41,Male,No,3,0,70742
Bachelors,2018,Bangalore,3,32,Female,No,2,1,117555
Masters,2018,Bangalore,3,40,Female,No,3,1,115333
Bachelors,2012,Bangalore,3,39,Female,No,2,0,59187
Bachelors,2014,New Delhi,3,33,Male,No,3,0,95971
Bachelors,2012,Bangalore,3,32,Male,No,4,0,114265
Bachelors,2018,Bangalore,3,41,Male,No,5,1,71354
Bachelors,2016,Bangalore,3,36,Male,No,2,0,92253
Bachelors,2016,Bangalore,3,31,Male,No,0,0,65566
Bachelors,2014,Bangalore,3,37,Male,No,4,0,60204
Bachelors,2014,Bangalore,3,33,Male,No,5,1,32983
Masters,2018,Pune,3,31,Male,No,2,1,89652
Bachelors,2017,New Delhi,3,35,Female,No,5,0,116094
Bachelors,2015,Pune,1,32,Female,No,5,1,74420
Masters,2017,New Delhi,3,41,Female,No,2,0,47672
Masters,2017,New Delhi,2,36,Female,No,1,0,75271
Masters,2017,Pune,3,35,Male,No,1,0,96822
Masters,2017,New Delhi,3,35,Male,No,1,1,60947
Bachelors,2015,New Delhi,3,33,Male,No,1,0,85936
Bachelors,2014,Bangalore,3,38,Female,No,4,0,92912
Bachelors,2015,New Delhi,2,33,Female,No,3,1,34167
Masters,2018,New Delhi,3,31,Female,Yes,2,1,48756
PHD,2015,Bangalore,3,31,Male,No,3,0,106672
Bachelors,2013,Bangalore,3,37,Male,No,5,0,40328
Bachelors,2014,Bangalore,3,32,Male,No,1,0,105043
Bachelors,2017,Bangalore,3,33,Male,No,3,0,52018
Bachelors,2014,Bangalore,3,37,Male,No,5,0,116428
Bachelors,2012,Bangalore,3,32,Male,No,3,0,96031
Bachelors,2015,Pune,3,40,Female,Yes,2,1,117190
Bachelors,2014,Pune,1,40,Female,No,1,1,114781
Masters,2013,New Delhi,2,32,Male,No,2,1,110284
Masters,2017,Bangalore,2,39,Female,No,2,1,113553
PHD,2016,New Delhi,3,41,Male,No,1,0,76368
PHD,2014,New Delhi,3,32,Female,No,0,0,95000
Bachelors,2017,Bangalore,3,38,Male,No,0,1,75835
Masters,2017,New Delhi,2,31,Female,Yes,2,0,103776
Bachelors,2018,Bangalore,3,38,Male,Yes,3,1,78336
Bachelors,2016,Bangalore,3,32,Male,No,4,0,51854
Bachelors,2017,Pune,2,35,Female,No,5,1,47047
Bachelors,2013,Bangalore,3,34,Male,No,5,0,107094
Bachelors,2018,Bangalore,3,38,Male,Yes,1,1,62007
Bachelors,2014,Pune,1,36,Female,No,1,1,103313
Bachelors,2015,Bangalore,3,34,Female,Yes,2,0,83086
Masters,2015,New Delhi,3,39,Female,No,2,0,42855
Masters,2017,New Delhi,1,40,Female,No,0,0,52622
Bachelors,2016,Bangalore,3,38,Male,Yes,1,0,50751
Bachelors,2015,Pune,3,35,Male,No,3,0,69656
Bachelors,2014,Pune,2,31,Male,No,3,1,33214
Bachelors,2017,Pune,3,41,Male,No,2,0,92989
Bachelors,2017,Bangalore,3,35,Female,No,3,0,66884
Bachelors,2018,Bangalore,3,33,Male,No,5,1,101498
Bachelors,2017,New Delhi,2,33,Male,No,5,0,119617
Bachelors,2016,New Delhi,3,31,Female,Yes,4,0,38732
Masters,2013,New Delhi,3,35,Male,No,4,0,62377
Bachelors,2016,Bangalore,3,37,Female,No,1,0,59269
Bachelors,2015,Bangalore,3,31,Male,No,5,0,64083
Bachelors,2012,Bangalore,3,35,Male,No,1,1,34005
Bachelors,2014,Bangalore,3,32,Male,No,3,0,63086
Bachelors,2015,Bangalore,3,32,Female,No,0,0,97977
Bachelors,2017,Bangalore,3,40,Female,No,5,0,61590
Bachelors,2012,Bangalore,3,34,Male,No,5,0,78577
Bachelors,2014,Pune,3,37,Male,No,4,0,101810
PHD,2015,Bangalore,3,40,Male,No,3,0,68357
Masters,2017,New Delhi,2,34,Female,No,2,1,59960
Bachelors,2015,Pune,2,32,Female,No,3,1,75621
Bachelors,2013,Bangalore,3,33,Male,No,1,0,57025
Bachelors,2015,Bangalore,3,38,Male,No,3,1,31806
Masters,2017,New Delhi,2,41,Male,No,3,1,89911
Masters,2017,New Delhi,1,36,Female,No,0,0,84428
Bachelors,2016,Bangalore,3,33,Male,No,1,0,117584
Bachelors,2014,Pune,3,31,Male,No,5,0,40988
Bachelors,2013,Pune,2,34,Female,No,3,1,105138
Bachelors,2017,Bangalore,3,31,Male,No,1,0,98612
Bachelors,2016,New Delhi,2,36,Female,No,4,1,74082
Bachelors,2013,Bangalore,3,38,Male,No,5,0,101033
Bachelors,2015,Pune,2,39,Female,Yes,1,1,44270
Bachelors,2014,Pune,3,31,Male,No,3,0,91028
Bachelors,2015,New Delhi,3,40,Male,No,3,1,46398
Bachelors,2013,Bangalore,3,39,Male,No,0,0,41707
Bachelors,2015,Bangalore,3,32,Female,No,4,0,82349
Bachelors,2014,Bangalore,3,34,Male,No,1,0,119073
Masters,2015,New Delhi,3,38,Male,No,1,0,32555
Bachelors,2014,Bangalore,1,39,Male,No,2,0,59670
Bachelors,2014,Bangalore,3,39,Male,No,5,0,55788
Bachelors,2016,Bangalore,3,33,Male,No,1,0,82331
Bachelors,2018,Pune,2,34,Female,No,4,1,118020
Bachelors,2017,Pune,3,38,Male,Yes,1,0,81734
Masters,2017,New Delhi,2,33,Male,No,2,0,37656
Bachelors,2014,Bangalore,3,41,Male,No,5,0,36903
Masters,2017,Pune,1,39,Male,No,0,0,48881
Masters,2013,Pune,3,39,Male,No,2,0,62197
Bachelors,2014,Bangalore,3,41,Male,No,5,0,57780
Bachelors,2012,Bangalore,3,40,Male,No,4,0,86064
Bachelors,2014,Bangalore,3,36,Male,No,0,0,44140
Bachelors,2015,Bangalore,3,34,Male,No,0,0,78059
Bachelors,2013,Bangalore,3,32,Male,No,5,1,62307
Bachelors,2015,Bangalore,3,31,Male,No,4,0,105960
Bachelors,2012,Bangalore,3,36,Male,Yes,0,0,83318
Masters,2017,Pune,2,35,Male,No,1,1,53833
Bachelors,2017,Bangalore,3,32,Male,No,2,0,69796
Bachelors,2017,Pune,3,33,Male,Yes,5,0,81288
Bachelors,2016,Bangalore,3,34,Male,No,2,0,66747
Bachelors,2017,Bangalore,3,39,Male,No,3,0,65908
Bachelors,2018,Bangalore,3,38,Male,No,0,1,96737
Bachelors,2012,Pune,2,35,Female,No,1,1,60550
Bachelors,2015,Pune,2,40,Female,Yes,5,1,71103
Bachelors,2017,Pune,3,41,Male,No,3,0,117905
Bachelors,2016,Bangalore,1,33,Female,Yes,3,0,56064
Masters,2017,New Delhi,1,40,Male,No,0,0,112621
Bachelors,2018,Bangalore,3,33,Female,No,3,1,94384
Bachelors,2015,Bangalore,3,38,Male,No,1,1,88705
Masters,2017,Bangalore,2,32,Male,No,2,0,59857
Bachelors,2014,Pune,3,32,Male,Yes,2,0,62980
Bachelors,2015,New Delhi,3,32,Female,No,2,0,98173
Bachelors,2016,Pune,2,37,Female,No,2,1,54288
Bachelors,2015,Bangalore,3,40,Male,No,5,0,31106
Bachelors,2016,Bangalore,3,38,Male,No,1,0,41535
PHD,2018,New Delhi,3,33,Female,No,4,1,83394
Masters,2017,New Delhi,2,40,Male,No,4,0,72966
Masters,2017,New Delhi,2,35,Male,No,2,0,104081
Bachelors,2016,Bangalore,3,33,Male,No,3,0,106455
Bachelors,2017,Bangalore,3,37,Male,No,4,0,93940
Bachelors,2013,Bangalore,3,38,Male,No,0,0,42284
Bachelors,2018,Bangalore,3,32,Male,No,2,1,59655
Bachelors,2017,Bangalore,3,40,Female,No,2,0,40178
Bachelors,2015,New Delhi,3,33,Female,No,2,0,31974
Bachelors,2016,Bangalore,3,38,Male,No,2,1,91942
Bachelors,2013,Bangalore,3,34,Male,No,5,0,96288
Bachelors,2017,New Delhi,3,38,Female,No,4,0,79668
Bachelors,2018,Pune,2,31,Female,No,3,1,70544
Bachelors,2014,Pune,3,32,Female,No,4,0,112883
Bachelors,2013,Bangalore,3,35,Male,Yes,1,0,75037
Bachelors,2014,Bangalore,3,35,Male,No,0,1,65679
Bachelors,2012,Bangalore,3,33,Female,No,4,0,32892
Bachelors,2012,New Delhi,3,41,Female,No,0,0,113066
Bachelors,2015,Pune,1,31,Female,No,3,1,65029
Bachelors,2016,Bangalore,3,34,Male,No,3,0,38507
Masters,2017,New Delhi,2,40,Female,No,2,0,66595
Masters,2016,Bangalore,3,32,Male,No,1,1,116871
Bachelors,2012,Bangalore,3,36,Male,No,5,0,85798
Bachelors,2014,Pune,2,40,Female,No,3,1,112605
Bachelors,2012,Pune,3,31,Male,No,3,0,33269
Bachelors,2014,Bangalore,1,34,Female,No,5,0,71635
Masters,2013,New Delhi,3,41,Female,Yes,2,1,54755
Masters,2017,New Delhi,2,32,Male,No,2,0,64892
Bachelors,2016,Bangalore,3,41,Male,No,2,0,114543
Masters,2014,New Delhi,3,33,Male,No,3,0,98388
Bachelors,2013,Bangalore,3,33,Female,No,0,1,100561
Bachelors,2013,Pune,3,39,Female,No,2,0,95842
Masters,2018,Pune,3,40,Male,No,2,1,84577
Bachelors,2017,New Delhi,3,34,Male,No,3,0,100743
Bachelors,2016,Pune,3,41,Male,Yes,5,0,68105
Bachelors,2015,Pune,3,37,Male,No,5,1,105974
Masters,2017,Bangalore,3,32,Female,No,4,1,52249
Bachelors,2017,Bangalore,3,41,Male,No,3,0,48551
Bachelors,2018,Bangalore,3,34,Female,Yes,2,1,74219
Masters,2017,Bangalore,3,38,Male,No,5,1,112207
Bachelors,2017,Bangalore,3,40,Female,No,3,0,97397
Masters,2017,Pune,3,35,Male,No,2,0,53449
Bachelors,2015,Pune,3,31,Male,No,1,0,111680
Bachelors,2016,Pune,3,39,Male,No,4,0,85659
Bachelors,2018,Bangalore,3,39,Male,No,1,1,36762
Bachelors,2018,Bangalore,3,32,Male,No,3,1,59334
Bachelors,2015,Bangalore,3,38,Male,No,5,0,47689
Bachelors,2015,Bangalore,3,35,Male,No,3,0,108176
Bachelors,2013,Bangalore,1,38,Male,No,4,0,94242
Bachelors,2012,New Delhi,3,32,Male,No,1,1,116583
Bachelors,2014,Pune,2,37,Female,No,5,1,40491
Bachelors,2015,Pune,3,35,Male,No,0,0,111410
Bachelors,2017,Pune,3,41,Female,No,4,1,49580
Masters,2015,Bangalore,3,36,Male,No,0,0,84338
Bachelors,2017,Bangalore,3,35,Male,No,2,0,52533
Masters,2017,New Delhi,2,36,Male,No,2,1,78355
Masters,2017,Bangalore,1,34,Male,No,1,0,97699
Bachelors,2015,Bangalore,3,36,Male,No,3,0,100142
Bachelors,2017,Pune,2,33,Male,No,3,0,33619
Masters,2018,New Delhi,3,38,Male,No,2,1,30488
PHD,2013,New Delhi,3,35,Female,Yes,3,1,91943
Bachelors,2015,New Delhi,2,37,Female,No,3,1,73363
Bachelors,2017,Bangalore,3,31,Male,No,0,0,55102
Bachelors,2017,Pune,2,40,Female,No,2,1,67698
Bachelors,2015,Pune,3,32,Female,No,3,1,102321
Bachelors,2015,Bangalore,3,35,Male,Yes,2,0,107900
Bachelors,2012,Bangalore,3,38,Male,Yes,0,0,77107
Bachelors,2015,Pune,2,36,Female,No,0,1,105676
Masters,2015,Pune,3,36,Male,No,3,0,78731
Masters,2014,New Delhi,3,32,Female,No,5,0,86021
Bachelors,2018,Pune,2,37,Female,No,0,1,30712
Bachelors,2018,Pune,3,35,Female,No,0,1,102373
Bachelors,2015,Pune,1,36,Female,No,4,1,103049
Bachelors,2015,New Delhi,2,34,Female,No,5,1,103059
Masters,2017,New Delhi,2,35,Female,No,0,0,71730
Masters,2017,New Delhi,2,38,Female,No,5,0,63432
Bachelors,2015,Pune,2,39,Female,No,5,1,119662
Bachelors,2012,Pune,2,32,Female,No,5,1,54176
Bachelors,2015,Bangalore,3,39,Male,No,2,0,46052
Bachelors,2015,Bangalore,3,39,Male,No,2,1,85187
Masters,2017,Pune,2,37,Male,No,2,0,114007
Bachelors,2015,Bangalore,3,32,Female,No,5,0,85365
Bachelors,2017,New Delhi,2,38,Male,No,0,0,31073
Bachelors,2012,Pune,2,36,Female,No,5,1,54000
Masters,2016,Bangalore,1,37,Male,No,2,1,66062
Bachelors,2017,Pune,3,32,Male,No,4,0,110154
Masters,2017,New Delhi,3,37,Male,No,2,0,117872
Bachelors,2016,New Delhi,3,33,Male,No,2,0,109691
Bachelors,2016,Bangalore,3,39,Male,No,4,0,47951
Bachelors,2012,Bangalore,3,35,Male,No,1,1,52397
Masters,2015,Pune,3,39,Male,No,5,0,106377
Bachelors,2015,Bangalore,3,34,Male,No,0,0,119067
Masters,2017,New Delhi,2,33,Male,No,4,0,75882
Bachelors,2012,Bangalore,3,33,Male,No,1,0,68591
Bachelors,2015,New Delhi,3,31,Male,No,0,0,75754
PHD,2016,Pune,3,31,Female,No,4,0,60527
Bachelors,2015,Bangalore,3,37,Female,No,4,0,68789
Bachelors,2012,Bangalore,3,33,Male,No,0,0,30976
Bachelors,2017,Pune,3,31,Male,No,0,0,83867
Bachelors,2017,Bangalore,3,41,Female,No,2,0,115172
Masters,2017,Pune,2,39,Male,No,2,0,82834
Masters,2013,New Delhi,3,32,Male,No,2,0,44895
Bachelors,2016,Pune,3,37,Male,No,3,0,117618
Bachelors,2014,Bangalore,3,37,Male,No,1,0,118358
Bachelors,2017,Pune,2,34,Female,No,3,1,40744
Bachelors,2017,New Delhi,2,31,Male,No,2,0,46788
Bachelors,2014,Pune,2,34,Female,Yes,1,1,62353
Bachelors,2012,Bangalore,3,38,Female,No,5,0,31586
Bachelors,2013,Bangalore,3,37,Female,No,1,0,61845
Bachelors,2015,Pune,1,34,Female,No,3,1,99730
Bachelors,2015,Bangalore,3,33,Male,No,2,0,93645
Bachelors,2016,Bangalore,3,37,Male,No,4,0,107919
Bachelors,2016,Bangalore,3,41,Male,No,4,0,44234
Bachelors,2012,Bangalore,1,38,Female,No,1,0,119039
Bachelors,2016,Pune,3,40,Male,No,5,0,73561
Bachelors,2017,New Delhi,3,33,Female,No,1,1,102073
Bachelors,2016,New Delhi,3,33,Male,No,1,0,47989
Masters,2013,New Delhi,3,37,Male,Yes,2,0,86943
Bachelors,2017,New Delhi,2,36,Female,No,2,0,60840
Bachelors,2012,Bangalore,3,36,Female,No,5,0,112377
Bachelors,2015,Bangalore,3,41,Male,No,1,0,100318
Masters,2014,New Delhi,3,40,Male,No,5,0,57233
Bachelors,2016,Bangalore,3,36,Female,No,0,0,81536
Masters,2017,Bangalore,2,41,Male,Yes,2,1,88505
Bachelors,2015,Pune,3,33,Male,No,5,0,57003
Masters,2017,New Delhi,2,37,Female,No,2,0,38760
Bachelors,2017,New Delhi,2,33,Male,No,0,0,56223
Bachelors,2014,Bangalore,3,40,Female,No,4,0,53126
Masters,2018,New Delhi,3,36,Male,No,2,1,83417
Bachelors,2018,Bangalore,3,40,Male,Yes,3,1,95128
Masters,2018,Bangalore,3,40,Male,No,2,1,34469
Bachelors,2014,Bangalore,3,34,Male,No,3,0,64104
Bachelors,2012,Pune,3,39,Male,No,5,0,81961
Bachelors,2017,Pune,2,33,Male,No,1,1,58174
Bachelors,2016,Bangalore,3,37,Male,No,2,0,70812
Bachelors,2012,New Delhi,3,40,Male,No,3,0,44783
Bachelors,2018,Bangalore,3,38,Male,No,1,1,47914
Bachelors,2016,Bangalore,3,40,Male,Yes,1,0,93804
Bachelors,2014,New Delhi,3,38,Female,No,0,0,41125
Bachelors,2016,Bangalore,3,34,Male,Yes,1,0,103406
Masters,2016,New Delhi,3,37,Female,No,3,1,51658
Bachelors,2015,Bangalore,3,40,Male,No,5,0,97812
Bachelors,2015,New Delhi,3,40,Female,No,1,0,95038
Masters,2016,Bangalore,3,37,Male,No,2,1,86749
Bachelors,2016,Pune,2,37,Female,No,3,1,105385
Bachelors,2013,Pune,3,32,Male,No,1,0,115641
Masters,2017,New Delhi,1,35,Male,No,5,0,101979
Bachelors,2016,Bangalore,1,38,Male,No,3,0,91288
Bachelors,2017,Pune,3,34,Female,No,1,0,69775
Bachelors,2014,Bangalore,3,32,Male,No,2,1,88397
Bachelors,2013,Bangalore,3,37,Male,No,5,0,45722
Bachelors,2017,New Delhi,2,37,Male,No,4,0,70060
Bachelors,2014,Bangalore,3,35,Male,No,2,0,108136
Bachelors,2016,Bangalore,3,40,Male,No,0,0,42217
Bachelors,2012,Bangalore,3,40,Male,Yes,2,0,69251
Bachelors,2015,Bangalore,3,39,Female,No,3,1,33244
Masters,2013,New Delhi,3,41,Female,No,2,0,47101
Bachelors,2015,Bangalore,3,34,Female,No,4,0,33226
Bachelors,2012,New Delhi,3,34,Female,No,4,0,90434
Bachelors,2013,Pune,2,36,Male,No,2,1,62035
Masters,2016,New Delhi,3,39,Female,No,1,0,47820
Bachelors,2014,New Delhi,3,41,Male,No,5,0,86307
Bachelors,2015,Bangalore,3,40,Male,No,0,0,92460
Bachelors,2017,Bangalore,3,34,Female,No,5,0,86135
Bachelors,2013,Bangalore,3,31,Male,No,2,0,112839
Bachelors,2012,Pune,3,40,Male,No,3,0,92398
Bachelors,2013,Pune,3,32,Male,No,5,0,114146
Bachelors,2018,Pune,3,38,Male,No,3,1,107641
Bachelors,2016,Bangalore,3,40,Male,No,3,0,102958
PHD,2013,Bangalore,3,41,Male,No,4,0,90784
Bachelors,2014,Bangalore,3,36,Female,No,0,0,44759
Bachelors,2015,Pune,2,33,Female,Yes,3,1,56508
Bachelors,2016,New Delhi,3,37,Male,No,3,0,74531
Bachelors,2015,Pune,3,38,Male,No,4,0,47917
Bachelors,2017,Bangalore,3,32,Male,No,4,0,69535
Bachelors,2017,Pune,3,33,Male,No,1,0,72633
Bachelors,2015,Bangalore,3,38,Male,No,5,0,100676
Bachelors,2015,Pune,3,40,Female,No,5,1,91174
Bachelors,2014,Bangalore,3,35,Male,Yes,0,0,119150
Masters,2016,New Delhi,3,37,Female,No,5,0,113529
Bachelors,2016,Bangalore,3,37,Male,Yes,2,0,98116
Bachelors,2015,Bangalore,3,36,Male,No,2,0,74171
Bachelors,2017,Bangalore,3,33,Female,No,4,1,83238
Bachelors,2014,Pune,2,36,Female,No,3,1,112087
Bachelors,2016,Pune,3,32,Male,No,3,0,80109
Bachelors,2017,Bangalore,3,35,Female,No,1,1,112589
Bachelors,2014,Pune,2,34,Female,No,2,1,57800
Masters,2017,Pune,2,40,Male,No,5,0,110042
Bachelors,2016,Bangalore,3,37,Female,No,4,0,74793
Bachelors,2015,Bangalore,1,36,Male,No,1,0,116794
Bachelors,2012,Pune,3,41,Female,No,1,0,56793
Bachelors,2016,Pune,3,36,Male,No,0,0,53570
Bachelors,2017,Bangalore,3,31,Female,No,2,0,100555
Bachelors,2017,Pune,3,31,Male,No,3,0,89209
Bachelors,2014,Pune,3,33,Male,No,2,0,110873
Bachelors,2017,Bangalore,3,35,Male,Yes,0,0,71882
PHD,2016,New Delhi,3,34,Male,No,1,0,90422
Bachelors,2014,Bangalore,3,39,Female,No,4,0,113629
Masters,2015,Bangalore,3,31,Male,No,1,1,114669
Bachelors,2015,Pune,3,32,Female,No,0,1,73502
Bachelors,2017,Bangalore,3,33,Male,No,0,1,40015
Bachelors,2014,Bangalore,3,34,Male,Yes,1,0,84070
Masters,2014,Pune,3,39,Male,No,2,0,105716
Bachelors,2017,New Delhi,2,41,Female,No,2,1,97258
Bachelors,2017,New Delhi,2,34,Male,No,2,0,81186
Bachelors,2013,Bangalore,3,36,Female,No,5,0,95855
Bachelors,2015,Pune,2,39,Female,No,5,1,42429
Bachelors,2012,Pune,3,37,Male,No,5,0,115370
Bachelors,2016,Bangalore,3,36,Male,No,4,0,41711
Bachelors,2014,New Delhi,3,38,Female,No,1,0,64896
Bachelors,2017,Bangalore,3,38,Female,No,3,0,74798
Masters,2016,New Delhi,3,37,Female,No,2,1,117414
Bachelors,2012,Bangalore,3,34,Male,No,2,0,102948
Bachelors,2015,Bangalore,3,31,Male,No,2,0,73139
Bachelors,2015,Pune,2,32,Female,No,2,1,66684
Masters,2018,New Delhi,3,35,Male,No,2,1,53815
Bachelors,2017,Bangalore,3,31,Male,Yes,2,0,92158
Bachelors,2015,Bangalore,1,32,Male,Yes,0,1,69991
Bachelors,2015,Bangalore,3,31,Female,No,5,0,45665
Bachelors,2018,Bangalore,3,37,Male,No,5,1,69236
PHD,2018,New Delhi,3,40,Male,No,3,1,111682
Bachelors,2015,Bangalore,1,41,Male,No,1,0,33035
Bachelors,2017,Pune,3,34,Male,No,5,0,96687
Bachelors,2014,Bangalore,3,36,Male,Yes,3,0,49231
Bachelors,2013,Pune,3,35,Male,No,1,0,46995
Masters,2017,New Delhi,3,38,Female,No,3,0,89044
Bachelors,2017,Bangalore,3,33,Male,No,1,0,45025
Bachelors,2014,Bangalore,3,38,Female,No,2,0,108816
Bachelors,2018,Bangalore,3,38,Male,No,1,1,45954
Bachelors,2017,Pune,2,40,Male,No,4,0,114084
Bachelors,2013,New Delhi,3,39,Male,No,5,0,46376
Bachelors,2014,New Delhi,3,33,Female,No,4,0,93263
Bachelors,2015,Pune,3,32,Female,No,3,1,56997
Bachelors,2013,Bangalore,3,39,Male,No,2,0,72339
Bachelors,2015,Bangalore,3,38,Female,No,4,0,35335
Bachelors,2013,Bangalore,3,38,Male,No,2,0,30523
Bachelors,2017,Bangalore,3,35,Male,No,0,0,30573
Bachelors,2017,Pune,3,31,Female,No,0,1,79447
Bachelors,2017,Bangalore,3,41,Male,No,5,0,109087
Bachelors,2013,New Delhi,3,38,Female,No,4,1,46666
Bachelors,2016,Bangalore,3,40,Male,Yes,1,0,86747
Bachelors,2018,Bangalore,3,36,Female,No,2,1,57795
PHD,2013,New Delhi,3,36,Male,No,3,1,101426
Bachelors,2014,Pune,3,41,Male,No,4,0,108725
Bachelors,2014,Bangalore,3,35,Male,Yes,1,0,41871
Bachelors,2017,Bangalore,3,38,Male,No,5,0,98497
Bachelors,2017,New Delhi,2,41,Female,No,0,0,45291
Bachelors,2012,Bangalore,1,34,Male,No,0,0,87067
Bachelors,2016,Bangalore,3,39,Female,No,3,1,32002
Bachelors,2014,Bangalore,3,37,Male,No,5,0,78538
Bachelors,2015,Pune,2,39,Female,Yes,0,1,50226
Bachelors,2013,Bangalore,3,31,Male,No,2,1,77178
Masters,2012,New Delhi,3,34,Female,No,3,0,58489
Bachelors,2015,Bangalore,3,39,Male,No,1,0,69501
Bachelors,2014,Pune,2,38,Female,No,3,1,92926
Bachelors,2012,Bangalore,3,34,Male,No,1,0,99270
Bachelors,2016,Bangalore,3,31,Female,No,2,0,115187
Bachelors,2016,Bangalore,3,39,Female,No,0,0,90914
Bachelors,2013,Bangalore,3,31,Female,No,1,0,70165
Bachelors,2012,Bangalore,3,36,Male,No,1,0,94683
Bachelors,2017,New Delhi,3,37,Male,No,0,0,47195
Bachelors,2015,Pune,1,38,Female,No,1,1,80540
PHD,2017,Pune,3,41,Male,No,2,0,52023
Bachelors,2018,Bangalore,3,32,Male,No,4,1,61203
Bachelors,2018,Pune,3,35,Male,No,0,1,64825
Bachelors,2017,Bangalore,3,35,Male,No,1,0,30831
Bachelors,2013,Bangalore,3,32,Male,No,1,0,95496
Bachelors,2015,Bangalore,3,31,Male,No,1,1,86539
Bachelors,2015,Bangalore,3,41,Male,No,4,0,39786
Bachelors,2012,Bangalore,3,33,Male,Yes,0,0,46360
Bachelors,2012,New Delhi,2,38,Female,No,1,1,43191
Masters,2012,Bangalore,3,39,Female,No,3,1,87561
Bachelors,2015,Bangalore,1,36,Female,No,2,0,95847
Masters,2017,Bangalore,2,31,Male,No,5,0,80415
Masters,2017,New Delhi,2,39,Female,No,2,1,62315
Masters,2017,New Delhi,3,41,Male,No,3,1,116213
PHD,2018,New Delhi,3,33,Female,No,0,1,113166
Bachelors,2015,Bangalore,3,38,Male,No,1,0,64117
Bachelors,2017,Pune,2,31,Male,No,0,0,75692
Bachelors,2014,Bangalore,3,34,Male,No,4,0,37724
Bachelors,2017,Bangalore,3,40,Male,No,2,0,80593
Bachelors,2012,Bangalore,3,36,Male,No,1,0,95381
Bachelors,2015,Bangalore,3,36,Female,No,2,0,77593
Bachelors,2017,New Delhi,2,41,Female,No,4,0,31388
Bachelors,2017,Bangalore,3,37,Male,No,3,0,76499
Bachelors,2017,New Delhi,3,33,Male,No,5,0,100686
Bachelors,2017,New Delhi,3,41,Female,No,4,0,73610
Bachelors,2017,Bangalore,3,37,Female,No,2,0,41938
Bachelors,2017,Pune,3,38,Male,Yes,5,0,92579
Bachelors,2015,Bangalore,3,34,Male,No,2,1,95522
Bachelors,2017,Pune,3,37,Female,No,0,0,113592
Bachelors,2014,Bangalore,3,34,Male,No,0,1,55978
Bachelors,2012,Pune,3,32,Male,No,1,0,97220
Masters,2012,New Delhi,3,35,Female,No,4,1,116455
Bachelors,2013,Pune,3,36,Male,No,3,0,86447
Bachelors,2015,Bangalore,3,34,Female,No,2,0,103039
Bachelors,2014,Bangalore,3,37,Female,No,3,0,82881
Bachelors,2016,Bangalore,3,40,Female,Yes,4,0,55507
Bachelors,2014,Pune,3,33,Male,No,4,0,80470
Bachelors,2016,Bangalore,3,39,Female,No,4,0,60303
Bachelors,2012,Bangalore,3,40,Male,No,4,0,106209
Bachelors,2013,Bangalore,1,34,Male,No,4,1,117377
Bachelors,2016,Pune,3,40,Male,No,5,0,108009
PHD,2013,Bangalore,3,32,Male,No,5,0,97544
Bachelors,2012,Bangalore,3,33,Male,No,1,0,80827
Bachelors,2017,New Delhi,1,31,Female,No,4,1,39871
Masters,2016,New Delhi,3,41,Female,No,4,0,108724
Bachelors,2016,Bangalore,3,34,Male,No,4,0,117855
Bachelors,2016,Bangalore,3,39,Male,No,7,0,107995
Bachelors,2014,Bangalore,3,35,Male,No,5,0,47198
Bachelors,2016,Pune,3,38,Female,No,7,0,73850
Bachelors,2016,Bangalore,3,33,Male,No,6,0,65029
Bachelors,2014,Pune,3,33,Male,No,6,0,110439
Bachelors,2012,Bangalore,3,35,Male,No,5,0,44975
PHD,2013,New Delhi,3,40,Male,No,5,0,89530
Bachelors,2012,Bangalore,3,40,Female,No,5,0,68351
Bachelors,2017,Bangalore,3,39,Male,No,5,0,110140
Bachelors,2017,Bangalore,3,33,Female,No,6,0,75860
Bachelors,2014,Bangalore,3,32,Female,No,5,0,118561
Masters,2014,Bangalore,3,40,Female,No,7,1,62496
Bachelors,2017,New Delhi,2,33,Male,No,6,0,83465
Masters,2016,New Delhi,1,31,Female,No,5,1,46613
